Time(s), Pan(degree), ToF(mm)
2328.37,50.0,130.0
2328.58,49.0,125.0
2328.78,48.0,117.0
2328.98,47.0,113.0
2329.18,46.0,108.0
2329.38,45.0,107.0
2329.58,44.0,100.0
2329.79,43.0,101.0
2329.99,42.0,100.0
2330.19,41.0,100.0
2330.39,40.0,98.0
2330.59,39.0,102.0
2330.79,38.0,101.0
2331.0,37.0,104.0
2331.2,36.0,103.0
2331.4,35.0,105.0
2331.6,34.0,103.0
2331.8,33.0,102.0
2332.0,32.0,102.0
2332.21,31.0,101.0
2332.41,30.0,104.0
2332.61,29.0,106.0
2332.81,28.0,105.0
2333.01,27.0,104.0
2333.21,26.0,106.0
2333.42,25.0,104.0
2333.62,24.0,103.0
2333.82,23.0,104.0
2334.02,22.0,105.0
2334.22,21.0,105.0
2334.43,20.0,107.0
2334.63,19.0,106.0
2334.83,18.0,106.0
2335.03,17.0,106.0
2335.23,16.0,105.0
2335.43,15.0,108.0
2335.64,14.0,111.0
2335.84,13.0,109.0
2336.04,12.0,112.0
2336.24,11.0,113.0
2336.44,10.0,111.0
2336.64,9.0,111.0
2336.84,8.0,112.0
2337.05,7.0,112.0
2337.25,6.0,112.0
2337.45,5.0,111.0
2337.65,4.0,113.0
2337.85,3.0,114.0
2338.06,2.0,116.0
2338.26,1.0,120.0
2338.46,0.0,122.0
2338.66,-1.0,123.0
2338.86,0.0,122.0
2339.06,1.0,121.0
2339.26,2.0,114.0
2339.47,3.0,115.0
2339.67,4.0,112.0
2339.87,5.0,111.0
2340.07,6.0,111.0
2340.27,7.0,112.0
2340.47,8.0,110.0
2340.68,9.0,112.0
2340.88,10.0,109.0
2341.08,11.0,111.0
2341.28,12.0,112.0
2341.48,13.0,110.0
2341.69,14.0,109.0
2341.89,15.0,108.0
2342.09,16.0,108.0
2342.29,17.0,107.0
2342.49,18.0,107.0
2342.69,19.0,106.0
2342.89,20.0,106.0
2343.1,21.0,105.0
2343.3,22.0,104.0
2343.5,23.0,105.0
2343.7,24.0,105.0
2343.9,25.0,105.0
2344.1,26.0,103.0
2344.31,27.0,103.0
2344.51,28.0,103.0
2344.71,29.0,101.0
2344.91,30.0,104.0
2345.11,31.0,105.0
2345.32,32.0,105.0
2345.52,33.0,105.0
2345.72,34.0,103.0
2345.92,35.0,101.0
2346.12,36.0,103.0
2346.32,37.0,104.0
2346.53,38.0,103.0
2346.73,39.0,101.0
2346.93,40.0,102.0
2347.13,41.0,103.0
2347.33,42.0,101.0
2347.53,43.0,104.0
2347.74,44.0,105.0
2347.94,45.0,108.0
2348.14,46.0,114.0
2348.34,47.0,118.0
2348.54,48.0,128.0
2348.74,49.0,140.0
2348.95,50.0,150.0
2349.15,51.0,149.0
2349.35,52.0,182.0
2349.55,53.0,171.0
2349.75,54.0,217.0
2349.95,55.0,265.0
2350.16,56.0,351.0
2350.36,57.0,347.0
2350.56,58.0,476.0
2350.76,59.0,484.0
2350.96,60.0,411.0
2351.16,61.0,416.0
2351.37,62.0,464.0
2351.57,63.0,484.0
2351.77,64.0,489.0
2351.97,65.0,522.0
2352.17,66.0,533.0
2352.37,67.0,8190.0
2352.58,68.0,505.0
2352.78,69.0,8190.0
2352.98,70.0,411.0
2353.18,71.0,403.0
2353.38,72.0,320.0
2353.59,73.0,322.0
2353.79,74.0,247.0
2353.99,75.0,209.0
2354.19,76.0,192.0
2354.39,77.0,168.0
2354.59,78.0,152.0
2354.8,79.0,155.0
2355.0,80.0,133.0
2355.2,81.0,130.0
2355.4,82.0,130.0
2355.6,83.0,134.0
2355.8,84.0,131.0
2356.01,85.0,118.0
2356.21,86.0,122.0
2356.41,87.0,124.0
2356.61,88.0,124.0
2356.81,89.0,129.0
2357.01,90.0,143.0
2357.22,91.0,156.0
2357.42,90.0,171.0
2357.62,89.0,136.0
2357.82,88.0,121.0
2358.02,87.0,125.0
2358.22,86.0,125.0
2358.43,85.0,124.0
2358.63,84.0,116.0
2358.83,83.0,119.0
2359.03,82.0,121.0
2359.23,81.0,131.0
2359.43,80.0,138.0
2359.64,79.0,124.0
2359.84,78.0,151.0
2360.04,77.0,160.0
2360.24,76.0,167.0
2360.44,75.0,165.0
2360.64,74.0,183.0
2360.85,73.0,187.0
2361.05,72.0,256.0
2361.25,71.0,226.0
2361.45,70.0,8190.0
2361.65,69.0,8190.0
2361.86,68.0,8191.0
2362.06,67.0,8190.0
2362.26,66.0,8190.0
2362.46,65.0,662.0
2362.66,64.0,8190.0
2362.86,63.0,8190.0
2363.07,62.0,587.0
2363.27,61.0,8190.0
2363.47,60.0,569.0
2363.67,59.0,8190.0
2363.87,58.0,480.0
2364.07,57.0,371.0
2364.28,56.0,373.0
2364.48,55.0,234.0
2364.68,54.0,199.0
2364.88,53.0,193.0
2365.08,52.0,157.0
2365.28,51.0,144.0
2365.49,50.0,132.0
2365.69,49.0,124.0
2365.89,48.0,117.0
2366.09,47.0,111.0
2366.29,46.0,106.0
2366.49,45.0,105.0
2366.7,44.0,104.0
2366.9,43.0,99.0
2367.1,42.0,100.0
2367.3,41.0,100.0
2367.5,40.0,101.0
2367.7,39.0,100.0
2367.91,38.0,102.0
2368.11,37.0,103.0
2368.31,36.0,104.0
2368.51,35.0,107.0
2368.71,34.0,104.0
2368.91,33.0,102.0
2369.12,32.0,104.0
2369.32,31.0,104.0
2369.52,30.0,100.0
2369.72,29.0,101.0
2369.92,28.0,104.0
2370.12,27.0,104.0
2370.33,26.0,104.0
2370.53,25.0,106.0
2370.73,24.0,101.0
2370.93,23.0,105.0
2371.13,22.0,106.0
2371.34,21.0,104.0
2371.54,20.0,107.0
2371.74,19.0,107.0
2371.94,18.0,106.0
2372.14,17.0,108.0
2372.34,16.0,107.0
2372.54,15.0,111.0
2372.75,14.0,111.0
2372.95,13.0,108.0
2373.15,12.0,113.0
2373.35,11.0,109.0
2373.55,10.0,110.0
2373.75,9.0,112.0
2373.96,8.0,113.0
2374.16,7.0,111.0
2374.36,6.0,114.0
2374.56,5.0,111.0
2374.76,4.0,112.0
2374.97,3.0,116.0
2375.17,2.0,117.0
2375.37,1.0,119.0
2375.57,0.0,124.0
2375.77,-1.0,124.0
2375.97,0.0,124.0
2376.17,1.0,121.0
2376.38,2.0,115.0
2376.58,3.0,115.0
2376.78,4.0,112.0
2376.98,5.0,110.0
2377.18,6.0,111.0
2377.38,7.0,110.0
2377.59,8.0,111.0
2377.79,9.0,111.0
2377.99,10.0,110.0
2378.19,11.0,110.0
2378.39,12.0,109.0
2378.6,13.0,107.0
2378.8,14.0,108.0
2379.0,15.0,107.0
2379.2,16.0,108.0
2379.4,17.0,107.0
2379.6,18.0,109.0
2379.8,19.0,105.0
2380.01,20.0,106.0
2380.21,21.0,105.0
2380.41,22.0,106.0
2380.61,23.0,106.0
2380.81,24.0,104.0
2381.02,25.0,104.0
2381.22,26.0,106.0
2381.42,27.0,105.0
2381.62,28.0,104.0
2381.82,29.0,104.0
2382.02,30.0,105.0
2382.23,31.0,103.0
2382.43,32.0,102.0
2382.63,33.0,105.0
2382.83,34.0,107.0
2383.03,35.0,105.0
2383.23,36.0,102.0
2383.44,37.0,103.0
2383.64,38.0,105.0
2383.84,39.0,102.0
2384.04,40.0,101.0
2384.24,41.0,100.0
2384.44,42.0,100.0
2384.65,43.0,102.0
2384.85,44.0,103.0
2385.05,45.0,105.0
2385.25,46.0,114.0
2385.45,47.0,112.0
2385.65,48.0,124.0
2385.86,49.0,135.0
2386.06,50.0,141.0
2386.26,51.0,155.0
2386.46,52.0,158.0
2386.66,53.0,200.0
2386.86,54.0,209.0
2387.07,55.0,295.0
2387.27,56.0,351.0
2387.47,57.0,344.0
2387.67,58.0,479.0
2387.87,59.0,481.0
2388.07,60.0,490.0
2388.28,61.0,504.0
2388.48,62.0,541.0
2388.68,63.0,518.0
2388.88,64.0,559.0
2389.08,65.0,556.0
2389.28,66.0,583.0
2389.49,67.0,568.0
2389.69,68.0,8190.0
2389.89,69.0,8190.0
2390.09,70.0,8190.0
2390.29,71.0,8190.0
2390.5,72.0,303.0
2390.7,73.0,223.0
2390.9,74.0,191.0
2391.1,75.0,177.0
2391.3,76.0,152.0
2391.5,77.0,157.0
2391.71,78.0,112.0
2391.91,79.0,131.0
2392.11,80.0,129.0
2392.31,81.0,123.0
2392.51,82.0,110.0
2392.71,83.0,122.0
2392.92,84.0,133.0
2393.12,85.0,123.0
2393.32,86.0,113.0
2393.52,87.0,124.0
2393.72,88.0,118.0
2393.92,89.0,137.0
2394.13,90.0,153.0
2394.33,91.0,162.0
2394.53,90.0,166.0
2394.73,89.0,118.0
2394.93,88.0,119.0
2395.13,87.0,118.0
2395.34,86.0,120.0
2395.54,85.0,132.0
2395.74,84.0,131.0
2395.94,83.0,109.0
2396.14,82.0,122.0
2396.34,81.0,115.0
2396.55,80.0,115.0
2396.75,79.0,130.0
2396.95,78.0,147.0
2397.15,77.0,163.0
2397.35,76.0,170.0
2397.55,75.0,181.0
2397.76,74.0,183.0
2397.96,73.0,233.0
2398.16,72.0,307.0
2398.36,71.0,336.0
2398.56,70.0,435.0
2398.77,69.0,468.0
2398.97,68.0,531.0
2399.17,67.0,556.0
2399.37,66.0,587.0
2399.57,65.0,601.0
2399.77,64.0,535.0
2399.98,63.0,566.0
2400.18,62.0,516.0
2400.38,61.0,541.0
2400.58,60.0,529.0
2400.78,59.0,488.0
2400.98,58.0,494.0
2401.18,57.0,387.0
2401.39,56.0,334.0
2401.59,55.0,270.0
2401.79,54.0,215.0
2401.99,53.0,184.0
2402.19,52.0,167.0
2402.4,51.0,151.0
2402.6,50.0,143.0
2402.8,49.0,128.0
2403.0,48.0,124.0
2403.2,47.0,114.0
2403.4,46.0,109.0
2403.61,45.0,107.0
2403.81,44.0,107.0
2404.01,43.0,101.0
2404.21,42.0,102.0
2404.41,41.0,100.0
2404.61,40.0,100.0
2404.82,39.0,101.0
2405.02,38.0,101.0
2405.22,37.0,104.0
2405.42,36.0,101.0
2405.62,35.0,104.0
2405.82,34.0,103.0
2406.03,33.0,103.0
2406.23,32.0,105.0
2406.43,31.0,102.0
2406.63,30.0,102.0
2406.83,29.0,103.0
2407.03,28.0,103.0
2407.24,27.0,105.0
2407.44,26.0,103.0
2407.64,25.0,105.0
2407.84,24.0,106.0
2408.04,23.0,104.0
2408.25,22.0,104.0
2408.45,21.0,106.0
2408.65,20.0,106.0
2408.85,19.0,107.0
2409.05,18.0,106.0
2409.25,17.0,109.0
2409.45,16.0,109.0
2409.66,15.0,108.0
2409.86,14.0,110.0
2410.06,13.0,108.0
2410.26,12.0,111.0
2410.46,11.0,108.0
2410.66,10.0,110.0
2410.87,9.0,109.0
2411.07,8.0,111.0
2411.27,7.0,111.0
2411.47,6.0,111.0
2411.67,5.0,110.0
2411.87,4.0,116.0
2412.08,3.0,115.0
2412.28,2.0,115.0
2412.48,1.0,120.0
2412.68,0.0,122.0
2412.88,-1.0,121.0
2413.08,0.0,123.0
2413.29,1.0,122.0
2413.49,2.0,116.0
2413.69,3.0,114.0
2413.89,4.0,115.0
2414.09,5.0,115.0
2414.29,6.0,113.0
2414.5,7.0,112.0
2414.7,8.0,110.0
2414.9,9.0,111.0
2415.1,10.0,113.0
2415.3,11.0,111.0
2415.5,12.0,108.0
2415.71,13.0,109.0
2415.91,14.0,108.0
2416.11,15.0,109.0
2416.31,16.0,107.0
2416.51,17.0,108.0
2416.71,18.0,108.0
2416.92,19.0,109.0
2417.12,20.0,108.0
2417.32,21.0,110.0
2417.52,22.0,103.0
2417.72,23.0,106.0
2417.93,24.0,103.0
2418.13,25.0,105.0
2418.33,26.0,104.0
2418.53,27.0,105.0
2418.73,28.0,104.0
2418.93,29.0,104.0
2419.14,30.0,104.0
2419.34,31.0,103.0
2419.54,32.0,103.0
2419.74,33.0,103.0
2419.94,34.0,103.0
2420.14,35.0,103.0
2420.34,36.0,103.0
2420.55,37.0,102.0
2420.75,38.0,103.0
2420.95,39.0,101.0
2421.15,40.0,100.0
2421.35,41.0,101.0
2421.56,42.0,103.0
2421.76,43.0,103.0
2421.96,44.0,105.0
2422.16,45.0,108.0
2422.36,46.0,107.0
2422.56,47.0,119.0
2422.77,48.0,119.0
2422.97,49.0,134.0
2423.17,50.0,144.0
2423.37,51.0,158.0
2423.57,52.0,155.0
2423.77,53.0,205.0
2423.98,54.0,208.0
2424.18,55.0,289.0
2424.38,56.0,301.0
2424.58,57.0,419.0
2424.78,58.0,452.0
2424.98,59.0,508.0
2425.19,60.0,506.0
2425.39,61.0,497.0
2425.59,62.0,559.0
2425.79,63.0,547.0
2425.99,64.0,577.0
2426.19,65.0,565.0
2426.4,66.0,572.0
2426.6,67.0,621.0
2426.8,68.0,435.0
2427.0,69.0,425.0
2427.2,70.0,497.0
2427.4,71.0,285.0
2427.61,72.0,286.0
2427.81,73.0,207.0
2428.01,74.0,167.0
2428.21,75.0,162.0
2428.41,76.0,139.0
2428.61,77.0,144.0
2428.82,78.0,132.0
2429.02,79.0,133.0
2429.22,80.0,127.0
2429.42,81.0,119.0
2429.62,82.0,131.0
2429.83,83.0,122.0
2430.03,84.0,126.0
2430.23,85.0,111.0
2430.43,86.0,126.0
2430.63,87.0,135.0
2430.83,88.0,152.0
2431.04,89.0,131.0
2431.24,90.0,151.0
2431.44,91.0,155.0
2431.64,90.0,164.0
2431.84,89.0,138.0
2432.04,88.0,126.0
2432.25,87.0,128.0
2432.45,86.0,105.0
2432.65,85.0,102.0
2432.85,84.0,121.0
2433.05,83.0,130.0
2433.25,82.0,125.0
2433.46,81.0,105.0
2433.66,80.0,119.0
2433.86,79.0,128.0
2434.06,78.0,131.0
2434.26,77.0,163.0
2434.46,76.0,161.0
2434.67,75.0,182.0
2434.87,74.0,190.0
2435.07,73.0,249.0
2435.27,72.0,306.0
2435.47,71.0,307.0
2435.67,70.0,486.0
2435.88,69.0,518.0
2436.08,68.0,8190.0
2436.28,67.0,603.0
2436.48,66.0,547.0
2436.68,65.0,8190.0
2436.88,64.0,8190.0
2437.09,63.0,566.0
2437.29,62.0,544.0
2437.49,61.0,554.0
2437.69,60.0,536.0
2437.89,59.0,500.0
2438.09,58.0,489.0
2438.3,57.0,435.0
2438.5,56.0,306.0
2438.7,55.0,296.0
2438.9,54.0,232.0
2439.1,53.0,181.0
2439.31,52.0,163.0
2439.51,51.0,154.0
2439.71,50.0,140.0
2439.91,49.0,132.0
2440.11,48.0,122.0
2440.31,47.0,117.0
2440.52,46.0,112.0
2440.72,45.0,107.0
2440.92,44.0,104.0
2441.12,43.0,102.0
2441.32,42.0,100.0
2441.52,41.0,101.0
2441.72,40.0,101.0
2441.93,39.0,100.0
2442.13,38.0,100.0
2442.33,37.0,102.0
2442.53,36.0,103.0
2442.73,35.0,104.0
2442.94,34.0,106.0
2443.14,33.0,104.0
2443.34,32.0,100.0
2443.54,31.0,104.0
2443.74,30.0,104.0
2443.94,29.0,103.0
2444.15,28.0,104.0
2444.35,27.0,106.0
2444.55,26.0,104.0
2444.75,25.0,105.0
2444.95,24.0,106.0
2445.15,23.0,107.0
2445.36,22.0,104.0
2445.56,21.0,105.0
2445.76,20.0,104.0
2445.96,19.0,106.0
2446.16,18.0,106.0
2446.36,17.0,107.0
2446.57,16.0,106.0
2446.77,15.0,107.0
2446.97,14.0,109.0
2447.17,13.0,111.0
2447.37,12.0,110.0
2447.57,11.0,110.0
2447.78,10.0,111.0
2447.98,9.0,110.0
2448.18,8.0,112.0
2448.38,7.0,113.0
2448.58,6.0,111.0
2448.78,5.0,112.0
2448.99,4.0,111.0
2449.19,3.0,116.0
2449.39,2.0,119.0
2449.59,1.0,118.0
2449.79,0.0,122.0
2450.0,-1.0,121.0
2450.2,0.0,122.0
2450.4,1.0,123.0
2450.6,2.0,115.0
2450.8,3.0,118.0
2451.0,4.0,113.0
2451.2,5.0,113.0
2451.41,6.0,110.0
2451.61,7.0,111.0
2451.81,8.0,111.0
2452.01,9.0,110.0
2452.21,10.0,112.0
2452.41,11.0,111.0
2452.62,12.0,109.0
2452.82,13.0,108.0
2453.02,14.0,110.0
2453.22,15.0,109.0
2453.42,16.0,107.0
2453.62,17.0,106.0
2453.83,18.0,108.0
2454.03,19.0,108.0
2454.23,20.0,106.0
2454.43,21.0,107.0
2454.63,22.0,104.0
2454.83,23.0,105.0
2455.04,24.0,103.0
2455.24,25.0,103.0
2455.44,26.0,107.0
2455.64,27.0,105.0
2455.84,28.0,104.0
2456.04,29.0,103.0
2456.25,30.0,105.0
2456.45,31.0,104.0
2456.65,32.0,103.0
2456.85,33.0,100.0
2457.05,34.0,102.0
2457.25,35.0,103.0
2457.46,36.0,106.0
2457.66,37.0,103.0
2457.86,38.0,102.0
2458.06,39.0,103.0
2458.26,40.0,104.0
2458.47,41.0,100.0
2458.67,42.0,100.0
2458.87,43.0,103.0
2459.07,44.0,103.0
2459.27,45.0,106.0
2459.47,46.0,108.0
2459.67,47.0,117.0
2459.88,48.0,123.0
2460.08,49.0,137.0
2460.28,50.0,143.0
2460.48,51.0,153.0
2460.68,52.0,177.0
2460.89,53.0,178.0
2461.09,54.0,225.0
2461.29,55.0,270.0
2461.49,56.0,345.0
2461.69,57.0,345.0
2461.89,58.0,463.0
2462.1,59.0,462.0
2462.3,60.0,531.0
2462.5,61.0,532.0
2462.7,62.0,549.0
2462.9,63.0,587.0
2463.1,64.0,605.0
2463.31,65.0,568.0
2463.51,66.0,578.0
2463.71,67.0,565.0
2463.91,68.0,8190.0
2464.11,69.0,449.0
2464.31,70.0,8190.0
2464.52,71.0,280.0
2464.72,72.0,287.0
2464.92,73.0,212.0
2465.12,74.0,177.0
2465.32,75.0,166.0
2465.52,76.0,163.0
2465.73,77.0,152.0
2465.93,78.0,143.0
2466.13,79.0,137.0
2466.33,80.0,132.0
2466.53,81.0,117.0
2466.74,82.0,122.0
2466.94,83.0,120.0
2467.14,84.0,114.0
2467.34,85.0,122.0
2467.54,86.0,130.0
2467.74,87.0,122.0
2467.94,88.0,125.0
2468.15,89.0,153.0
2468.35,90.0,132.0
2468.55,91.0,167.0
2468.75,90.0,166.0
2468.95,89.0,148.0
2469.15,88.0,121.0
2469.36,87.0,110.0
2469.56,86.0,133.0
2469.76,85.0,131.0
2469.96,84.0,114.0
2470.16,83.0,104.0
2470.37,82.0,117.0
2470.57,81.0,125.0
2470.77,80.0,129.0
2470.97,79.0,127.0
2471.17,78.0,133.0
2471.37,77.0,170.0
2471.58,76.0,148.0
2471.78,75.0,204.0
2471.98,74.0,193.0
2472.18,73.0,200.0
2472.38,72.0,8190.0
2472.58,71.0,8190.0
2472.79,70.0,8190.0
2472.99,69.0,576.0
2473.19,68.0,8191.0
2473.39,67.0,568.0
2473.59,66.0,557.0
2473.79,65.0,517.0
2474.0,64.0,8190.0
2474.2,63.0,551.0
2474.4,62.0,516.0
2474.6,61.0,518.0
2474.8,60.0,529.0
2475.0,59.0,501.0
2475.21,58.0,454.0
2475.41,57.0,408.0
2475.61,56.0,346.0
2475.81,55.0,271.0
2476.01,54.0,222.0
2476.21,53.0,184.0
2476.42,52.0,166.0
2476.62,51.0,152.0
2476.82,50.0,141.0
2477.02,49.0,129.0
2477.22,48.0,122.0
2477.42,47.0,118.0
2477.63,46.0,112.0
2477.83,45.0,108.0
2478.03,44.0,104.0
2478.23,43.0,104.0
2478.43,42.0,100.0
2478.64,41.0,100.0
2478.84,40.0,102.0
2479.04,39.0,103.0
2479.24,38.0,101.0
2479.44,37.0,103.0
2479.64,36.0,103.0
2479.85,35.0,103.0
2480.05,34.0,103.0
2480.25,33.0,104.0
2480.45,32.0,103.0
2480.65,31.0,103.0
2480.85,30.0,104.0
2481.06,29.0,100.0
2481.26,28.0,106.0
2481.46,27.0,104.0
2481.66,26.0,106.0
2481.86,25.0,104.0
2482.06,24.0,105.0
2482.27,23.0,105.0
2482.47,22.0,104.0
2482.67,21.0,105.0
2482.87,20.0,107.0
2483.07,19.0,107.0
2483.27,18.0,107.0
2483.48,17.0,108.0
2483.68,16.0,108.0
2483.88,15.0,107.0
2484.08,14.0,110.0
2484.28,13.0,108.0
2484.48,12.0,110.0
2484.69,11.0,111.0
2484.89,10.0,112.0
2485.09,9.0,113.0
2485.29,8.0,111.0
2485.49,7.0,112.0
2485.69,6.0,111.0
2485.9,5.0,111.0
2486.1,4.0,112.0
2486.3,3.0,117.0
2486.5,2.0,116.0
2486.7,1.0,116.0
2486.9,0.0,122.0
2487.11,-1.0,124.0
2487.31,0.0,120.0
2487.51,1.0,123.0
2487.71,2.0,114.0
2487.91,3.0,118.0
2488.11,4.0,111.0
2488.32,5.0,109.0
2488.52,6.0,112.0
2488.72,7.0,112.0
2488.92,8.0,111.0
2489.12,9.0,112.0
2489.32,10.0,113.0
2489.53,11.0,109.0
2489.73,12.0,110.0
2489.93,13.0,109.0
2490.13,14.0,108.0
2490.33,15.0,109.0
2490.53,16.0,110.0
2490.74,17.0,108.0
2490.94,18.0,109.0
2491.14,19.0,107.0
2491.34,20.0,106.0
2491.54,21.0,107.0
2491.75,22.0,107.0
2491.95,23.0,107.0
2492.15,24.0,103.0
2492.35,25.0,103.0
2492.55,26.0,104.0
2492.75,27.0,106.0
2492.95,28.0,105.0
2493.16,29.0,104.0
2493.36,30.0,104.0
2493.56,31.0,105.0
2493.76,32.0,104.0
2493.96,33.0,105.0
2494.17,34.0,105.0
2494.37,35.0,105.0
2494.57,36.0,103.0
2494.77,37.0,102.0
2494.97,38.0,102.0
2495.17,39.0,103.0
2495.37,40.0,103.0
2495.58,41.0,98.0
2495.78,42.0,100.0
2495.98,43.0,105.0
2496.18,44.0,105.0
2496.38,45.0,105.0
2496.58,46.0,109.0
2496.79,47.0,119.0
2496.99,48.0,120.0
2497.19,49.0,134.0
2497.39,50.0,138.0
2497.59,51.0,156.0
2497.8,52.0,180.0
2498.0,53.0,180.0
2498.2,54.0,230.0
2498.4,55.0,241.0
2498.6,56.0,351.0
2498.8,57.0,360.0
2499.01,58.0,464.0
2499.21,59.0,482.0
2499.41,60.0,497.0
2499.61,61.0,523.0
2499.81,62.0,557.0
2500.01,63.0,570.0
2500.22,64.0,566.0
2500.42,65.0,604.0
2500.62,66.0,8190.0
2500.82,67.0,566.0
2501.02,68.0,545.0
2501.22,69.0,505.0
2501.43,70.0,438.0
2501.63,71.0,258.0
2501.83,72.0,274.0
2502.03,73.0,233.0
2502.23,74.0,8190.0
2502.43,75.0,187.0
2502.64,76.0,154.0
2502.84,77.0,169.0
2503.04,78.0,140.0
2503.24,79.0,140.0
2503.44,80.0,114.0
2503.64,81.0,115.0
2503.85,82.0,122.0
2504.05,83.0,124.0
2504.25,84.0,111.0
2504.45,85.0,114.0
2504.65,86.0,142.0
2504.85,87.0,132.0
2505.06,88.0,128.0
2505.26,89.0,150.0
2505.46,90.0,146.0
2505.66,91.0,149.0
2505.86,90.0,160.0
2506.06,89.0,145.0
2506.27,88.0,118.0
2506.47,87.0,126.0
2506.67,86.0,109.0
2506.87,85.0,129.0
2507.07,84.0,110.0
2507.28,83.0,120.0
2507.48,82.0,126.0
2507.68,81.0,126.0
2507.88,80.0,144.0
2508.08,79.0,127.0
2508.28,78.0,139.0
2508.49,77.0,161.0
2508.69,76.0,165.0
2508.89,75.0,165.0
2509.09,74.0,163.0
2509.29,73.0,239.0
2509.49,72.0,303.0
2509.7,71.0,8190.0
2509.9,70.0,8190.0
2510.1,69.0,534.0
2510.3,68.0,535.0
2510.5,67.0,538.0
2510.7,66.0,556.0
2510.91,65.0,8190.0
2511.11,64.0,535.0
2511.31,63.0,572.0
2511.51,62.0,516.0
2511.71,61.0,537.0
2511.91,60.0,514.0
2512.12,59.0,487.0
2512.32,58.0,450.0
2512.52,57.0,395.0
2512.72,56.0,307.0
2512.92,55.0,297.0
2513.12,54.0,224.0
2513.33,53.0,183.0
2513.53,52.0,166.0
2513.73,51.0,150.0
2513.93,50.0,143.0
2514.13,49.0,129.0
2514.33,48.0,122.0
2514.54,47.0,117.0
2514.74,46.0,111.0
2514.94,45.0,111.0
2515.14,44.0,104.0
2515.34,43.0,103.0
2515.55,42.0,101.0
2515.75,41.0,101.0
2515.95,40.0,99.0
2516.15,39.0,102.0
2516.35,38.0,103.0
2516.55,37.0,101.0
2516.75,36.0,104.0
2516.96,35.0,103.0
2517.16,34.0,107.0
2517.36,33.0,104.0
2517.56,32.0,104.0
2517.76,31.0,100.0
2517.96,30.0,103.0
2518.17,29.0,104.0
2518.37,28.0,105.0
2518.57,27.0,103.0
2518.77,26.0,103.0
2518.97,25.0,103.0
2519.18,24.0,103.0
2519.38,23.0,106.0
2519.58,22.0,105.0
2519.78,21.0,106.0
2519.98,20.0,107.0
2520.18,19.0,106.0
2520.39,18.0,109.0
2520.59,17.0,109.0
2520.79,16.0,110.0
2520.99,15.0,109.0
2521.19,14.0,111.0
2521.39,13.0,109.0
2521.6,12.0,109.0
2521.8,11.0,108.0
2522.0,10.0,111.0
2522.2,9.0,110.0
2522.4,8.0,111.0
2522.6,7.0,108.0
2522.81,6.0,111.0
2523.01,5.0,112.0
2523.21,4.0,115.0
2523.41,3.0,115.0
2523.61,2.0,117.0
2523.81,1.0,116.0
2524.02,0.0,122.0
2524.22,-1.0,122.0
2524.42,0.0,124.0
2524.62,1.0,122.0
2524.82,2.0,116.0
2525.02,3.0,111.0
2525.22,4.0,112.0
2525.43,5.0,112.0
2525.63,6.0,110.0
2525.83,7.0,111.0
2526.03,8.0,111.0
2526.23,9.0,111.0
2526.44,10.0,109.0
2526.64,11.0,111.0
2526.84,12.0,112.0
2527.04,13.0,111.0
2527.24,14.0,108.0
2527.44,15.0,107.0
2527.65,16.0,110.0
2527.85,17.0,105.0
2528.05,18.0,108.0
2528.25,19.0,107.0
2528.45,20.0,107.0
2528.65,21.0,106.0
2528.86,22.0,105.0
2529.06,23.0,107.0
2529.26,24.0,103.0
2529.46,25.0,105.0
2529.66,26.0,105.0
2529.86,27.0,106.0
2530.07,28.0,103.0
2530.27,29.0,103.0
2530.47,30.0,104.0
2530.67,31.0,103.0
2530.87,32.0,105.0
2531.07,33.0,103.0
2531.28,34.0,103.0
2531.48,35.0,104.0
2531.68,36.0,103.0
2531.88,37.0,104.0
2532.08,38.0,104.0
2532.28,39.0,102.0
2532.49,40.0,105.0
2532.69,41.0,100.0
2532.89,42.0,100.0
2533.09,43.0,105.0
2533.29,44.0,103.0
2533.5,45.0,109.0
2533.7,46.0,108.0
2533.9,47.0,118.0
2534.1,48.0,121.0
2534.3,49.0,137.0
2534.5,50.0,141.0
2534.71,51.0,153.0
2534.91,52.0,179.0
2535.11,53.0,178.0
2535.31,54.0,229.0
2535.51,55.0,284.0
2535.71,56.0,356.0
2535.91,57.0,405.0
2536.12,58.0,460.0
2536.32,59.0,461.0
2536.52,60.0,498.0
2536.72,61.0,541.0
2536.92,62.0,532.0
2537.12,63.0,555.0
2537.33,64.0,521.0
2537.53,65.0,8190.0
2537.73,66.0,615.0
2537.93,67.0,582.0
2538.13,68.0,8190.0
2538.34,69.0,542.0
2538.54,70.0,8190.0
2538.74,71.0,360.0
2538.94,72.0,8190.0
2539.14,73.0,225.0
2539.34,74.0,170.0
2539.55,75.0,177.0
2539.75,76.0,156.0
2539.95,77.0,152.0
2540.15,78.0,148.0
2540.35,79.0,132.0
2540.55,80.0,132.0
2540.76,81.0,121.0
2540.96,82.0,124.0
2541.16,83.0,122.0
2541.36,84.0,124.0
2541.56,85.0,132.0
2541.76,86.0,130.0
2541.97,87.0,111.0
2542.17,88.0,151.0
2542.37,89.0,120.0
2542.57,90.0,138.0
2542.77,91.0,164.0
2542.98,90.0,156.0
2543.18,89.0,145.0
2543.38,88.0,119.0
2543.58,87.0,122.0
2543.78,86.0,116.0
2543.98,85.0,148.0
2544.18,84.0,132.0
2544.39,83.0,127.0
