Time(s), Pan(degree), ToF(mm)
268.61,39.0,104.0
268.81,40.0,100.0
269.01,41.0,100.0
269.21,42.0,99.0
269.41,43.0,102.0
269.62,44.0,104.0
269.82,45.0,103.0
270.02,46.0,107.0
270.22,47.0,108.0
270.42,48.0,118.0
270.62,49.0,117.0
270.83,50.0,128.0
271.03,51.0,138.0
271.23,52.0,150.0
271.43,53.0,149.0
271.63,54.0,169.0
271.83,55.0,163.0
272.04,56.0,244.0
272.24,57.0,275.0
272.44,58.0,8190.0
272.64,59.0,8190.0
272.84,60.0,8190.0
273.04,61.0,8191.0
273.25,62.0,8191.0
273.45,63.0,1144.0
273.65,64.0,8191.0
273.85,65.0,8190.0
274.05,66.0,8191.0
274.25,67.0,8190.0
274.45,68.0,8191.0
274.66,69.0,8190.0
274.86,70.0,8190.0
275.06,71.0,8190.0
275.26,72.0,175.0
275.46,73.0,8190.0
275.67,74.0,168.0
275.87,75.0,165.0
276.07,76.0,141.0
276.27,77.0,139.0
276.47,78.0,123.0
276.67,79.0,132.0
276.88,80.0,131.0
277.08,81.0,123.0
277.28,82.0,118.0
277.48,83.0,120.0
277.68,84.0,124.0
277.88,85.0,106.0
278.08,86.0,122.0
278.29,87.0,125.0
278.49,88.0,132.0
278.69,89.0,134.0
278.89,90.0,155.0
279.09,91.0,164.0
279.3,90.0,144.0
279.5,89.0,141.0
279.7,88.0,122.0
279.9,87.0,119.0
280.1,86.0,125.0
280.3,85.0,122.0
280.51,84.0,128.0
280.71,83.0,109.0
280.91,82.0,113.0
281.11,81.0,119.0
281.31,80.0,120.0
281.51,79.0,117.0
281.72,78.0,151.0
281.92,77.0,158.0
282.12,76.0,159.0
282.32,75.0,144.0
282.52,74.0,144.0
282.72,73.0,194.0
282.93,72.0,8190.0
283.13,71.0,8190.0
283.33,70.0,8190.0
283.53,69.0,8190.0
283.73,68.0,8190.0
283.93,67.0,8190.0
284.14,66.0,8191.0
284.34,65.0,8190.0
284.54,64.0,8191.0
284.74,63.0,8190.0
284.94,62.0,8191.0
285.14,61.0,8191.0
285.35,60.0,8191.0
285.55,59.0,8190.0
285.75,58.0,8190.0
285.95,57.0,299.0
286.15,56.0,209.0
286.35,55.0,166.0
286.56,54.0,155.0
286.76,53.0,150.0
286.96,52.0,141.0
287.16,51.0,132.0
287.36,50.0,131.0
287.56,49.0,121.0
287.77,48.0,116.0
287.97,47.0,108.0
288.17,46.0,108.0
288.37,45.0,103.0
288.57,44.0,101.0
288.77,43.0,100.0
288.98,42.0,101.0
289.18,41.0,102.0
289.38,40.0,101.0
289.58,39.0,102.0
289.78,38.0,105.0
289.98,37.0,104.0
290.19,36.0,102.0
290.39,35.0,103.0
290.59,34.0,103.0
290.79,33.0,103.0
290.99,32.0,103.0
291.19,31.0,105.0
291.39,30.0,103.0
291.6,29.0,103.0
291.8,28.0,104.0
292.0,27.0,105.0
292.2,26.0,104.0
292.4,25.0,104.0
292.61,24.0,106.0
292.81,23.0,106.0
293.01,22.0,106.0
293.21,21.0,109.0
293.41,20.0,108.0
293.61,19.0,109.0
293.82,18.0,107.0
294.02,17.0,107.0
294.22,16.0,108.0
294.42,15.0,108.0
294.62,14.0,109.0
294.82,13.0,108.0
295.02,12.0,110.0
295.23,11.0,111.0
295.43,10.0,111.0
295.63,9.0,110.0
295.83,8.0,114.0
296.03,7.0,111.0
296.23,6.0,112.0
296.44,5.0,114.0
296.64,4.0,111.0
296.84,3.0,115.0
297.04,2.0,115.0
297.24,1.0,117.0
297.45,0.0,122.0
297.65,-1.0,124.0
297.85,0.0,124.0
298.05,1.0,122.0
298.25,2.0,115.0
298.45,3.0,118.0
298.65,4.0,113.0
298.86,5.0,112.0
299.06,6.0,110.0
299.26,7.0,111.0
299.46,8.0,111.0
299.66,9.0,109.0
299.86,10.0,111.0
300.07,11.0,111.0
300.27,12.0,110.0
300.47,13.0,110.0
300.67,14.0,110.0
300.87,15.0,107.0
301.07,16.0,109.0
301.28,17.0,107.0
301.48,18.0,108.0
301.68,19.0,108.0
301.88,20.0,109.0
302.08,21.0,107.0
302.28,22.0,104.0
302.48,23.0,105.0
302.69,24.0,103.0
302.89,25.0,105.0
303.09,26.0,103.0
303.29,27.0,105.0
303.49,28.0,104.0
303.7,29.0,103.0
303.9,30.0,102.0
304.1,31.0,101.0
304.3,32.0,105.0
304.5,33.0,104.0
304.7,34.0,105.0
304.91,35.0,104.0
305.11,36.0,105.0
305.31,37.0,103.0
305.51,38.0,101.0
305.71,39.0,102.0
305.91,40.0,100.0
306.11,41.0,98.0
306.32,42.0,97.0
306.52,43.0,101.0
306.72,44.0,101.0
306.92,45.0,102.0
307.12,46.0,107.0
307.32,47.0,105.0
307.53,48.0,117.0
307.73,49.0,122.0
307.93,50.0,128.0
308.13,51.0,136.0
308.33,52.0,144.0
308.54,53.0,153.0
308.74,54.0,154.0
308.94,55.0,192.0
309.14,56.0,205.0
309.34,57.0,241.0
309.54,58.0,8191.0
309.74,59.0,738.0
309.95,60.0,8191.0
310.15,61.0,8191.0
310.35,62.0,8190.0
310.55,63.0,8190.0
310.75,64.0,8191.0
310.95,65.0,8190.0
311.16,66.0,8190.0
311.36,67.0,8191.0
311.56,68.0,8191.0
311.76,69.0,8191.0
311.96,70.0,8190.0
312.17,71.0,183.0
312.37,72.0,184.0
312.57,73.0,151.0
312.77,74.0,8190.0
312.97,75.0,155.0
313.17,76.0,140.0
313.38,77.0,146.0
313.58,78.0,133.0
313.78,79.0,136.0
313.98,80.0,130.0
314.18,81.0,111.0
314.38,82.0,118.0
314.58,83.0,131.0
314.79,84.0,107.0
314.99,85.0,125.0
315.19,86.0,132.0
315.39,87.0,126.0
315.59,88.0,129.0
315.8,89.0,140.0
316.0,90.0,151.0
316.2,91.0,174.0
316.4,90.0,161.0
316.6,89.0,125.0
316.8,88.0,132.0
317.0,87.0,116.0
317.21,86.0,123.0
317.41,85.0,115.0
317.61,84.0,127.0
317.81,83.0,114.0
318.01,82.0,113.0
318.22,81.0,130.0
318.42,80.0,117.0
318.62,79.0,123.0
318.82,78.0,134.0
319.02,77.0,151.0
319.22,76.0,146.0
319.42,75.0,167.0
319.63,74.0,154.0
319.83,73.0,8190.0
320.03,72.0,165.0
320.23,71.0,178.0
320.43,70.0,223.0
320.63,69.0,8191.0
320.84,68.0,8190.0
321.04,67.0,8190.0
321.24,66.0,8191.0
321.44,65.0,8190.0
321.64,64.0,8190.0
321.85,63.0,8190.0
322.05,62.0,1113.0
322.25,61.0,8191.0
322.45,60.0,8191.0
322.65,59.0,8190.0
322.85,58.0,664.0
323.05,57.0,8190.0
323.26,56.0,210.0
323.46,55.0,193.0
323.66,54.0,159.0
323.86,53.0,151.0
324.06,52.0,143.0
324.26,51.0,135.0
324.47,50.0,127.0
324.67,49.0,125.0
324.87,48.0,117.0
325.07,47.0,108.0
325.27,46.0,105.0
325.48,45.0,101.0
325.68,44.0,100.0
325.88,43.0,100.0
326.08,42.0,100.0
326.28,41.0,104.0
326.48,40.0,102.0
326.69,39.0,103.0
326.89,38.0,105.0
327.09,37.0,101.0
327.29,36.0,104.0
327.49,35.0,104.0
327.69,34.0,104.0
327.89,33.0,104.0
328.1,32.0,105.0
328.3,31.0,103.0
328.5,30.0,102.0
328.7,29.0,104.0
328.9,28.0,102.0
329.11,27.0,103.0
329.31,26.0,106.0
329.51,25.0,105.0
329.71,24.0,104.0
329.91,23.0,108.0
330.11,22.0,106.0
330.31,21.0,106.0
330.52,20.0,105.0
330.72,19.0,106.0
330.92,18.0,107.0
331.12,17.0,108.0
331.32,16.0,109.0
331.52,15.0,108.0
331.73,14.0,109.0
331.93,13.0,109.0
332.13,12.0,113.0
332.33,11.0,111.0
332.53,10.0,111.0
332.73,9.0,111.0
332.94,8.0,112.0
333.14,7.0,110.0
333.34,6.0,112.0
333.54,5.0,111.0
333.74,4.0,110.0
333.94,3.0,117.0
334.14,2.0,113.0
334.35,1.0,119.0
334.55,0.0,120.0
334.75,-1.0,122.0
334.95,0.0,121.0
335.15,1.0,121.0
335.36,2.0,114.0
335.56,3.0,115.0
335.76,4.0,114.0
335.96,5.0,110.0
336.16,6.0,111.0
336.36,7.0,110.0
336.57,8.0,112.0
336.77,9.0,107.0
336.97,10.0,110.0
337.17,11.0,112.0
337.37,12.0,110.0
337.57,13.0,110.0
337.77,14.0,109.0
337.98,15.0,108.0
338.18,16.0,108.0
338.38,17.0,106.0
338.58,18.0,108.0
338.78,19.0,108.0
338.98,20.0,104.0
339.19,21.0,105.0
339.39,22.0,104.0
339.59,23.0,104.0
339.79,24.0,105.0
339.99,25.0,107.0
340.19,26.0,106.0
340.4,27.0,103.0
340.6,28.0,103.0
340.8,29.0,104.0
341.0,30.0,104.0
341.2,31.0,104.0
341.4,32.0,104.0
341.61,33.0,104.0
341.81,34.0,105.0
342.01,35.0,103.0
342.21,36.0,102.0
342.41,37.0,101.0
342.61,38.0,101.0
342.82,39.0,102.0
343.02,40.0,101.0
343.22,41.0,100.0
343.42,42.0,100.0
343.62,43.0,101.0
343.82,44.0,103.0
344.03,45.0,102.0
344.23,46.0,103.0
344.43,47.0,111.0
344.63,48.0,112.0
344.83,49.0,126.0
345.03,50.0,124.0
345.24,51.0,137.0
345.44,52.0,144.0
345.64,53.0,151.0
345.84,54.0,155.0
346.04,55.0,184.0
346.24,56.0,213.0
346.45,57.0,287.0
346.65,58.0,8190.0
346.85,59.0,8191.0
347.05,60.0,8191.0
347.25,61.0,8190.0
347.45,62.0,8191.0
347.66,63.0,8191.0
347.86,64.0,8190.0
348.06,65.0,8191.0
348.26,66.0,8191.0
348.46,67.0,8191.0
348.66,68.0,8190.0
348.87,69.0,8191.0
349.07,70.0,8190.0
349.27,71.0,8190.0
349.47,72.0,221.0
349.67,73.0,150.0
349.88,74.0,174.0
350.08,75.0,152.0
350.28,76.0,150.0
350.48,77.0,135.0
350.68,78.0,137.0
350.88,79.0,136.0
351.08,80.0,116.0
351.29,81.0,111.0
351.49,82.0,117.0
351.69,83.0,120.0
351.89,84.0,143.0
352.09,85.0,115.0
352.29,86.0,118.0
352.5,87.0,128.0
352.7,88.0,125.0
352.9,89.0,131.0
353.1,90.0,138.0
353.3,91.0,165.0
353.5,90.0,159.0
353.7,89.0,141.0
353.91,88.0,122.0
354.11,87.0,129.0
354.31,86.0,132.0
354.51,85.0,114.0
354.71,84.0,126.0
354.92,83.0,114.0
355.12,82.0,124.0
355.32,81.0,130.0
355.52,80.0,124.0
355.72,79.0,132.0
355.92,78.0,131.0
356.13,77.0,148.0
356.33,76.0,135.0
356.53,75.0,165.0
356.73,74.0,152.0
356.93,73.0,202.0
357.13,72.0,291.0
357.34,71.0,8190.0
357.54,70.0,8190.0
357.74,69.0,8191.0
357.94,68.0,8190.0
358.14,67.0,8191.0
358.34,66.0,8191.0
358.55,65.0,8190.0
358.75,64.0,8191.0
358.95,63.0,8190.0
359.15,62.0,8190.0
359.35,61.0,8191.0
359.55,60.0,8191.0
359.76,59.0,8191.0
359.96,58.0,8190.0
360.16,57.0,8190.0
360.36,56.0,208.0
360.56,55.0,169.0
360.77,54.0,177.0
360.97,53.0,150.0
361.17,52.0,147.0
361.37,51.0,135.0
361.57,50.0,128.0
361.77,49.0,119.0
361.97,48.0,116.0
362.18,47.0,108.0
362.38,46.0,105.0
362.58,45.0,105.0
362.78,44.0,103.0
362.98,43.0,101.0
363.19,42.0,100.0
363.39,41.0,98.0
363.59,40.0,100.0
363.79,39.0,101.0
363.99,38.0,104.0
364.19,37.0,103.0
364.39,36.0,104.0
364.6,35.0,104.0
364.8,34.0,103.0
365.0,33.0,104.0
365.2,32.0,106.0
365.4,31.0,101.0
365.6,30.0,103.0
365.81,29.0,104.0
366.01,28.0,103.0
366.21,27.0,105.0
366.41,26.0,107.0
366.61,25.0,107.0
366.81,24.0,106.0
367.02,23.0,106.0
367.22,22.0,105.0
367.42,21.0,104.0
367.62,20.0,104.0
367.82,19.0,106.0
368.02,18.0,107.0
368.23,17.0,108.0
368.43,16.0,109.0
368.63,15.0,108.0
368.83,14.0,112.0
369.03,13.0,107.0
369.23,12.0,109.0
369.44,11.0,112.0
369.64,10.0,108.0
369.84,9.0,112.0
370.04,8.0,111.0
370.24,7.0,111.0
370.44,6.0,109.0
370.65,5.0,112.0
370.85,4.0,115.0
371.05,3.0,116.0
371.25,2.0,116.0
371.45,1.0,116.0
371.65,0.0,121.0
371.86,-1.0,123.0
372.06,0.0,122.0
372.26,1.0,122.0
372.46,2.0,115.0
372.66,3.0,115.0
372.86,4.0,112.0
373.06,5.0,112.0
373.27,6.0,112.0
373.47,7.0,109.0
373.67,8.0,110.0
373.87,9.0,110.0
374.07,10.0,110.0
374.27,11.0,111.0
374.48,12.0,109.0
374.68,13.0,106.0
374.88,14.0,110.0
375.08,15.0,106.0
375.28,16.0,108.0
375.48,17.0,108.0
375.69,18.0,106.0
375.89,19.0,103.0
376.09,20.0,105.0
376.29,21.0,106.0
376.49,22.0,104.0
376.69,23.0,105.0
376.89,24.0,104.0
377.1,25.0,103.0
377.3,26.0,102.0
377.5,27.0,105.0
377.7,28.0,103.0
377.9,29.0,105.0
378.11,30.0,103.0
378.31,31.0,103.0
378.51,32.0,103.0
378.71,33.0,103.0
378.91,34.0,103.0
379.11,35.0,104.0
379.32,36.0,104.0
379.52,37.0,103.0
379.72,38.0,103.0
379.92,39.0,101.0
380.12,40.0,102.0
380.32,41.0,100.0
380.52,42.0,99.0
380.73,43.0,100.0
380.93,44.0,101.0
381.13,45.0,102.0
381.33,46.0,106.0
381.53,47.0,115.0
381.73,48.0,117.0
381.94,49.0,122.0
382.14,50.0,128.0
382.34,51.0,135.0
382.54,52.0,147.0
382.74,53.0,153.0
382.95,54.0,156.0
383.15,55.0,190.0
383.35,56.0,240.0
383.55,57.0,226.0
383.75,58.0,8190.0
383.95,59.0,8190.0
384.16,60.0,8190.0
384.36,61.0,8191.0
384.56,62.0,8190.0
384.76,63.0,8191.0
384.96,64.0,8190.0
385.16,65.0,8191.0
385.37,66.0,8191.0
385.57,67.0,8190.0
385.77,68.0,8191.0
385.97,69.0,8190.0
386.17,70.0,8191.0
386.37,71.0,193.0
386.58,72.0,144.0
386.78,73.0,151.0
386.98,74.0,151.0
387.18,75.0,153.0
387.38,76.0,154.0
387.58,77.0,135.0
387.79,78.0,129.0
387.99,79.0,147.0
388.19,80.0,130.0
388.39,81.0,117.0
388.59,82.0,116.0
388.79,83.0,112.0
389.0,84.0,119.0
389.2,85.0,135.0
389.4,86.0,109.0
389.6,87.0,113.0
389.8,88.0,130.0
390.0,89.0,139.0
390.2,90.0,149.0
390.41,91.0,141.0
390.61,90.0,151.0
390.81,89.0,130.0
391.01,88.0,119.0
391.21,87.0,121.0
391.42,86.0,122.0
391.62,85.0,116.0
391.82,84.0,129.0
392.02,83.0,120.0
392.22,82.0,121.0
392.42,81.0,121.0
392.63,80.0,128.0
392.83,79.0,141.0
393.03,78.0,146.0
393.23,77.0,140.0
393.43,76.0,139.0
393.63,75.0,155.0
393.83,74.0,168.0
394.04,73.0,211.0
394.24,72.0,196.0
394.44,71.0,8190.0
394.64,70.0,8190.0
394.84,69.0,8190.0
395.05,68.0,8191.0
395.25,67.0,8190.0
395.45,66.0,8190.0
395.65,65.0,8191.0
395.85,64.0,8191.0
396.05,63.0,8190.0
396.26,62.0,8191.0
396.46,61.0,8190.0
396.66,60.0,8190.0
396.86,59.0,8191.0
397.06,58.0,736.0
397.26,57.0,8190.0
397.47,56.0,204.0
397.67,55.0,171.0
397.87,54.0,165.0
398.07,53.0,148.0
398.27,52.0,143.0
398.47,51.0,136.0
398.67,50.0,127.0
398.88,49.0,117.0
399.08,48.0,113.0
399.28,47.0,109.0
399.48,46.0,105.0
399.68,45.0,106.0
399.89,44.0,101.0
400.09,43.0,99.0
400.29,42.0,99.0
400.49,41.0,98.0
400.69,40.0,100.0
400.89,39.0,101.0
401.1,38.0,102.0
401.3,37.0,103.0
401.5,36.0,104.0
401.7,35.0,104.0
401.9,34.0,104.0
402.1,33.0,103.0
402.3,32.0,104.0
402.51,31.0,107.0
402.71,30.0,103.0
402.91,29.0,104.0
403.11,28.0,104.0
403.31,27.0,105.0
403.52,26.0,104.0
403.72,25.0,106.0
403.92,24.0,104.0
404.12,23.0,105.0
404.32,22.0,106.0
404.52,21.0,104.0
404.73,20.0,106.0
404.93,19.0,104.0
405.13,18.0,106.0
405.33,17.0,109.0
405.53,16.0,109.0
405.73,15.0,108.0
405.94,14.0,110.0
406.14,13.0,108.0
406.34,12.0,111.0
406.54,11.0,108.0
406.74,10.0,111.0
406.94,9.0,113.0
407.14,8.0,111.0
407.35,7.0,111.0
407.55,6.0,113.0
407.75,5.0,114.0
407.95,4.0,115.0
408.15,3.0,116.0
408.35,2.0,116.0
408.56,1.0,119.0
408.76,0.0,124.0
408.96,-1.0,122.0
409.16,0.0,125.0
409.36,1.0,121.0
409.56,2.0,113.0
409.77,3.0,114.0
409.97,4.0,112.0
410.17,5.0,112.0
410.37,6.0,112.0
410.57,7.0,111.0
410.77,8.0,112.0
410.98,9.0,108.0
411.18,10.0,110.0
411.38,11.0,112.0
411.58,12.0,111.0
411.78,13.0,110.0
411.98,14.0,106.0
412.19,15.0,108.0
412.39,16.0,108.0
412.59,17.0,108.0
412.79,18.0,105.0
412.99,19.0,107.0
413.19,20.0,105.0
413.39,21.0,109.0
413.6,22.0,106.0
413.8,23.0,103.0
414.0,24.0,107.0
414.2,25.0,105.0
414.4,26.0,104.0
414.61,27.0,104.0
414.81,28.0,106.0
415.01,29.0,105.0
415.21,30.0,105.0
415.41,31.0,105.0
415.61,32.0,103.0
415.81,33.0,103.0
416.02,34.0,104.0
416.22,35.0,105.0
416.42,36.0,106.0
416.62,37.0,101.0
416.82,38.0,101.0
417.02,39.0,99.0
417.23,40.0,100.0
417.43,41.0,99.0
417.63,42.0,104.0
417.83,43.0,100.0
418.03,44.0,100.0
418.23,45.0,104.0
418.44,46.0,105.0
418.64,47.0,111.0
418.84,48.0,112.0
419.04,49.0,126.0
419.24,50.0,124.0
419.44,51.0,138.0
419.65,52.0,148.0
419.85,53.0,154.0
420.05,54.0,156.0
420.25,55.0,197.0
420.45,56.0,196.0
420.65,57.0,8190.0
420.86,58.0,341.0
421.06,59.0,1013.0
421.26,60.0,1112.0
421.46,61.0,8191.0
421.66,62.0,8190.0
421.86,63.0,8191.0
422.07,64.0,8191.0
422.27,65.0,8191.0
422.47,66.0,8191.0
422.67,67.0,8191.0
422.87,68.0,8191.0
423.07,69.0,8191.0
423.28,70.0,8190.0
423.48,71.0,226.0
423.68,72.0,132.0
423.88,73.0,154.0
424.08,74.0,165.0
424.29,75.0,150.0
424.49,76.0,163.0
424.69,77.0,145.0
424.89,78.0,134.0
425.09,79.0,131.0
425.29,80.0,127.0
425.49,81.0,121.0
425.7,82.0,110.0
425.9,83.0,110.0
426.1,84.0,119.0
426.3,85.0,123.0
426.5,86.0,117.0
426.7,87.0,125.0
426.91,88.0,114.0
427.11,89.0,138.0
427.31,90.0,139.0
427.51,91.0,156.0
427.71,90.0,149.0
427.92,89.0,144.0
428.11,88.0,129.0
428.32,87.0,123.0
428.52,86.0,119.0
428.72,85.0,117.0
428.92,84.0,127.0
429.12,83.0,107.0
429.33,82.0,113.0
429.53,81.0,115.0
429.73,80.0,121.0
429.93,79.0,127.0
430.13,78.0,136.0
430.33,77.0,143.0
430.54,76.0,149.0
430.74,75.0,174.0
430.94,74.0,160.0
431.14,73.0,167.0
431.34,72.0,210.0
431.54,71.0,185.0
431.75,70.0,196.0
431.95,69.0,8191.0
432.15,68.0,8191.0
432.35,67.0,8190.0
432.55,66.0,8191.0
432.75,65.0,8191.0
432.96,64.0,8191.0
433.16,63.0,8191.0
433.36,62.0,8191.0
433.56,61.0,8191.0
433.76,60.0,8191.0
433.97,59.0,8191.0
434.17,58.0,825.0
434.37,57.0,271.0
434.57,56.0,197.0
434.77,55.0,176.0
434.97,54.0,164.0
435.17,53.0,152.0
435.38,52.0,141.0
435.58,51.0,137.0
435.78,50.0,128.0
435.98,49.0,122.0
436.18,48.0,115.0
436.38,47.0,112.0
436.59,46.0,107.0
436.79,45.0,106.0
436.99,44.0,101.0
437.19,43.0,102.0
437.39,42.0,97.0
437.6,41.0,99.0
437.8,40.0,99.0
438.0,39.0,103.0
438.2,38.0,101.0
438.4,37.0,101.0
438.6,36.0,104.0
438.8,35.0,104.0
439.01,34.0,103.0
439.21,33.0,102.0
439.41,32.0,105.0
439.61,31.0,105.0
439.81,30.0,105.0
440.01,29.0,105.0
440.22,28.0,104.0
440.42,27.0,105.0
440.62,26.0,105.0
440.82,25.0,106.0
441.02,24.0,105.0
441.22,23.0,103.0
441.42,22.0,106.0
441.63,21.0,108.0
441.83,20.0,109.0
442.03,19.0,108.0
442.23,18.0,108.0
442.43,17.0,107.0
442.64,16.0,107.0
442.84,15.0,109.0
443.04,14.0,110.0
443.24,13.0,110.0
443.44,12.0,111.0
443.64,11.0,111.0
443.85,10.0,110.0
444.05,9.0,110.0
444.25,8.0,110.0
444.45,7.0,110.0
444.65,6.0,109.0
444.85,5.0,113.0
445.05,4.0,113.0
445.26,3.0,116.0
445.46,2.0,116.0
445.66,1.0,119.0
445.86,0.0,121.0
446.06,-1.0,122.0
446.27,0.0,122.0
446.47,1.0,121.0
446.67,2.0,116.0
446.87,3.0,117.0
447.07,4.0,114.0
447.27,5.0,112.0
447.47,6.0,112.0
447.68,7.0,111.0
447.88,8.0,112.0
448.08,9.0,112.0
448.28,10.0,113.0
448.48,11.0,111.0
448.68,12.0,109.0
448.89,13.0,112.0
449.09,14.0,109.0
449.29,15.0,108.0
449.49,16.0,107.0
449.69,17.0,108.0
449.89,18.0,108.0
450.1,19.0,108.0
450.3,20.0,106.0
450.5,21.0,104.0
450.7,22.0,103.0
450.9,23.0,105.0
451.1,24.0,103.0
451.3,25.0,106.0
451.51,26.0,103.0
451.71,27.0,103.0
451.91,28.0,104.0
452.11,29.0,104.0
452.31,30.0,106.0
452.52,31.0,103.0
452.72,32.0,104.0
452.92,33.0,103.0
453.12,34.0,101.0
453.32,35.0,102.0
453.52,36.0,104.0
453.73,37.0,100.0
453.93,38.0,102.0
454.13,39.0,100.0
454.33,40.0,101.0
454.53,41.0,99.0
454.73,42.0,98.0
454.94,43.0,98.0
455.14,44.0,100.0
455.34,45.0,103.0
455.54,46.0,103.0
455.74,47.0,111.0
455.94,48.0,112.0
456.14,49.0,123.0
456.35,50.0,124.0
456.55,51.0,137.0
456.75,52.0,144.0
456.95,53.0,148.0
457.15,54.0,161.0
457.36,55.0,159.0
457.56,56.0,244.0
457.76,57.0,8190.0
457.96,58.0,8190.0
458.16,59.0,8191.0
458.36,60.0,8190.0
458.57,61.0,8191.0
458.77,62.0,8191.0
458.97,63.0,8191.0
459.17,64.0,8191.0
459.37,65.0,8191.0
459.57,66.0,8190.0
459.78,67.0,8190.0
459.98,68.0,8191.0
460.18,69.0,8190.0
460.38,70.0,8190.0
460.58,71.0,8190.0
460.78,72.0,8190.0
460.99,73.0,170.0
461.19,74.0,180.0
461.39,75.0,155.0
461.59,76.0,152.0
461.79,77.0,145.0
461.99,78.0,132.0
462.2,79.0,139.0
462.4,80.0,124.0
462.6,81.0,116.0
462.8,82.0,111.0
463.0,83.0,128.0
463.2,84.0,115.0
463.41,85.0,129.0
463.61,86.0,121.0
463.81,87.0,127.0
464.01,88.0,120.0
464.21,89.0,132.0
464.41,90.0,153.0
464.61,91.0,149.0
464.82,90.0,165.0
465.02,89.0,129.0
465.22,88.0,119.0
465.42,87.0,134.0
465.62,86.0,117.0
465.83,85.0,126.0
466.03,84.0,122.0
466.23,83.0,119.0
466.43,82.0,125.0
466.63,81.0,118.0
466.83,80.0,111.0
467.04,79.0,123.0
467.24,78.0,133.0
467.44,77.0,145.0
467.64,76.0,163.0
467.84,75.0,8190.0
468.04,74.0,170.0
468.25,73.0,168.0
468.45,72.0,237.0
468.65,71.0,8190.0
468.85,70.0,8190.0
469.05,69.0,8191.0
469.25,68.0,8191.0
469.45,67.0,8190.0
469.66,66.0,8190.0
469.86,65.0,8191.0
470.06,64.0,8191.0
470.26,63.0,8191.0
470.46,62.0,8191.0
470.67,61.0,8191.0
470.87,60.0,8190.0
471.07,59.0,8191.0
471.27,58.0,682.0
471.47,57.0,8190.0
471.67,56.0,199.0
471.88,55.0,201.0
472.08,54.0,162.0
472.28,53.0,150.0
472.48,52.0,144.0
472.68,51.0,135.0
472.88,50.0,128.0
473.08,49.0,120.0
473.29,48.0,114.0
473.49,47.0,105.0
473.69,46.0,104.0
473.89,45.0,105.0
474.09,44.0,99.0
474.3,43.0,98.0
474.5,42.0,100.0
474.7,41.0,100.0
474.9,40.0,102.0
475.1,39.0,102.0
475.3,38.0,102.0
475.51,37.0,102.0
475.71,36.0,102.0
475.91,35.0,104.0
476.11,34.0,101.0
476.31,33.0,105.0
476.51,32.0,103.0
476.72,31.0,104.0
476.92,30.0,103.0
477.12,29.0,102.0
477.32,28.0,103.0
477.52,27.0,105.0
477.72,26.0,105.0
477.92,25.0,105.0
478.13,24.0,103.0
478.33,23.0,103.0
478.53,22.0,106.0
478.73,21.0,104.0
478.93,20.0,105.0
479.14,19.0,105.0
479.34,18.0,107.0
479.54,17.0,107.0
479.74,16.0,109.0
479.94,15.0,109.0
480.14,14.0,110.0
480.35,13.0,105.0
480.55,12.0,108.0
480.75,11.0,112.0
480.95,10.0,112.0
481.15,9.0,111.0
481.35,8.0,108.0
481.55,7.0,110.0
481.76,6.0,111.0
481.96,5.0,111.0
482.16,4.0,113.0
482.36,3.0,116.0
482.56,2.0,116.0
482.76,1.0,123.0
482.97,0.0,121.0
483.17,-1.0,122.0
483.37,0.0,123.0
483.57,1.0,124.0
483.77,2.0,114.0
483.97,3.0,113.0
484.17,4.0,113.0
484.38,5.0,115.0
484.58,6.0,110.0
484.78,7.0,109.0
484.98,8.0,112.0
485.18,9.0,110.0
485.39,10.0,112.0
485.59,11.0,109.0
485.79,12.0,111.0
485.99,13.0,108.0
486.19,14.0,108.0
486.39,15.0,106.0
486.6,16.0,107.0
486.8,17.0,108.0
487.0,18.0,107.0
487.2,19.0,106.0
487.4,20.0,108.0
487.6,21.0,106.0
487.8,22.0,107.0
488.01,23.0,103.0
488.21,24.0,104.0
488.41,25.0,104.0
488.61,26.0,101.0
488.81,27.0,103.0
489.02,28.0,103.0
489.22,29.0,103.0
489.42,30.0,101.0
489.62,31.0,104.0
489.82,32.0,103.0
490.02,33.0,104.0
490.22,34.0,104.0
490.43,35.0,103.0
490.63,36.0,104.0
490.83,37.0,103.0
491.03,38.0,102.0
491.23,39.0,102.0
491.44,40.0,100.0
491.64,41.0,99.0
491.84,42.0,100.0
492.04,43.0,99.0
492.24,44.0,102.0
492.44,45.0,104.0
492.64,46.0,104.0
492.85,47.0,106.0
493.05,48.0,114.0
493.25,49.0,123.0
493.45,50.0,129.0
493.65,51.0,133.0
493.85,52.0,142.0
494.06,53.0,152.0
494.26,54.0,156.0
494.46,55.0,189.0
494.66,56.0,190.0
494.86,57.0,8190.0
495.07,58.0,737.0
495.27,59.0,8190.0
495.47,60.0,690.0
495.67,61.0,8191.0
495.87,62.0,8191.0
496.07,63.0,8190.0
496.27,64.0,8190.0
496.48,65.0,8190.0
496.68,66.0,8191.0
496.88,67.0,8191.0
497.08,68.0,8191.0
497.28,69.0,8191.0
497.48,70.0,8191.0
497.69,71.0,159.0
497.89,72.0,164.0
498.09,73.0,150.0
498.29,74.0,168.0
498.49,75.0,143.0
498.7,76.0,149.0
498.9,77.0,136.0
499.1,78.0,127.0
499.3,79.0,127.0
499.5,80.0,117.0
499.7,81.0,112.0
499.9,82.0,128.0
500.11,83.0,115.0
